bond_id,trade_date,trade_price,yield,quantity,buyer_type
BOND1094,2022-08-21,96.16,3.34,40,Municipal
BOND1094,2023-11-24,96.03,3.32,32,Institutional
BOND1592,2022-02-28,107.1,5.21,10,Institutional
BOND1592,2022-04-15,99.91,5.62,47,Institutional
BOND1592,2024-04-06,98.69,5.67,2,Retail
BOND1592,2024-06-07,99.94,5.69,3,Retail
BOND0006,2020-03-09,115.0,3.44,10,Institutional
BOND0006,2020-07-06,114.15,3.32,88,Municipal
BOND0006,2022-02-17,109.18,3.42,50,Institutional
BOND0006,2022-06-07,105.45,3.63,86,Municipal
BOND0006,2022-12-12,107.62,3.58,36,Municipal
BOND0006,2023-05-05,103.85,3.76,31,Institutional
BOND0006,2024-03-06,105.54,3.69,8,Institutional
BOND0006,2024-07-22,103.94,3.7,21,Institutional
BOND1437,2022-09-25,89.79,5.31,19,Institutional
BOND1437,2024-09-02,88.84,5.33,7,Institutional
BOND1437,2024-12-17,89.9,5.27,18,Institutional
BOND0808,2020-12-03,109.08,3.18,38,Institutional
BOND0808,2020-12-22,107.75,3.35,9,Retail
BOND0808,2021-07-25,106.99,3.36,11,Institutional
BOND0808,2021-08-21,107.82,3.38,8,Retail
BOND0973,2022-07-31,100.38,2.39,15,Institutional
BOND0973,2023-01-28,99.71,2.39,13,Institutional
BOND0973,2023-09-22,99.85,2.35,27,Municipal
BOND0973,2023-10-29,96.67,2.29,2,Retail
BOND0973,2024-09-03,99.19,2.35,8,Institutional
BOND1113,2024-11-02,100.86,4.84,18,Institutional
BOND1113,2024-12-21,100.7,4.7,40,Institutional
BOND0584,2020-05-08,110.07,2.56,48,Institutional
BOND0584,2020-06-23,112.91,2.46,42,Institutional
BOND0584,2021-11-25,110.59,2.4,40,Institutional
BOND0584,2022-03-17,108.31,2.49,15,Institutional
BOND0584,2023-05-05,102.74,2.55,8,Retail
BOND0656,2021-05-19,96.76,4.04,29,Institutional
BOND0656,2022-04-20,90.44,4.17,7,Institutional
BOND0656,2022-09-26,90.53,4.27,9,Retail
BOND0288,2022-02-23,108.69,2.64,10,Institutional
BOND0288,2022-04-30,98.62,2.89,11,Institutional
BOND0288,2022-06-17,101.66,2.84,19,Institutional
BOND0288,2022-11-03,101.88,2.87,19,Institutional
BOND0288,2023-09-12,103.94,2.7,10,Retail
BOND0288,2024-10-08,99.46,2.86,19,Institutional
BOND1061,2020-10-28,111.99,3.79,46,Institutional
BOND1061,2022-01-09,105.7,3.9,4,Retail
BOND1061,2024-01-12,103.13,3.95,19,Institutional
BOND0358,2020-11-03,94.13,2.46,42,Institutional
BOND0358,2021-03-11,96.6,2.5,26,Institutional
BOND0358,2021-03-26,95.17,2.37,44,Institutional
BOND0358,2023-08-15,88.21,2.49,30,Institutional
BOND0358,2023-12-13,86.42,2.64,3,Retail
BOND0358,2024-01-27,87.09,2.64,8,Retail
BOND0888,2020-04-19,103.93,3.84,29,Institutional
BOND0888,2021-09-25,107.8,3.72,32,Institutional
BOND0888,2022-09-08,98.46,4.07,22,Institutional
BOND0888,2022-09-15,101.19,3.97,17,Institutional
BOND0888,2023-01-03,101.48,3.97,24,Municipal
BOND0888,2023-03-30,101.59,3.89,31,Institutional
BOND0888,2024-02-10,99.05,4.06,5,Institutional
BOND0459,2020-01-06,93.31,4.76,16,Institutional
BOND0459,2021-02-14,100.87,4.53,43,Institutional
BOND0459,2021-06-05,101.12,4.52,15,Institutional
BOND0459,2022-09-18,91.58,5.0,30,Institutional
BOND0459,2023-02-01,91.23,5.02,20,Institutional
BOND0459,2023-02-19,91.75,4.93,39,Institutional
BOND1227,2020-05-11,104.66,4.21,33,Institutional
BOND1227,2020-08-03,98.43,4.4,81,Municipal
BOND1227,2024-05-24,91.99,4.73,28,Institutional
BOND0884,2021-05-10,110.57,4.39,28,Institutional
BOND0884,2021-12-24,111.54,4.47,6,Retail
BOND0884,2022-05-23,103.15,4.97,10,Retail
BOND0884,2023-08-07,102.45,4.86,6,Retail
BOND0884,2023-09-24,103.95,4.86,7,Institutional
BOND0884,2024-07-19,102.97,4.95,49,Institutional
BOND0884,2024-08-15,102.06,4.82,8,Retail
BOND0884,2024-10-22,103.37,4.89,1,Retail
BOND1126,2020-04-22,106.36,2.96,4,Retail
BOND1126,2020-09-22,115.0,2.73,28,Institutional
BOND1126,2022-09-13,105.4,2.92,35,Institutional
BOND1126,2024-02-13,105.22,3.0,43,Institutional
BOND0913,2021-03-13,98.45,1.76,52,Municipal
BOND0913,2021-05-19,97.76,1.73,7,Institutional
BOND0913,2023-07-25,90.61,2.1,17,Institutional
BOND0913,2024-02-16,89.63,1.91,33,Institutional
BOND0913,2024-03-12,89.72,1.96,1,Retail
BOND0913,2024-04-17,90.73,1.82,24,Institutional
BOND1172,2022-08-07,92.85,3.39,37,Institutional
BOND1172,2022-08-14,90.77,3.52,5,Retail
BOND1172,2024-03-03,91.25,3.53,35,Institutional
BOND0232,2020-10-05,92.72,2.53,35,Institutional
BOND0232,2021-02-26,96.04,2.41,24,Institutional
BOND0232,2022-06-16,90.61,2.71,1,Retail
BOND0232,2022-06-30,89.61,2.52,15,Institutional
BOND0232,2023-03-07,87.6,2.83,9,Institutional
BOND0232,2023-12-01,86.47,2.74,20,Institutional
BOND0232,2024-04-13,85.0,2.65,33,Municipal
BOND0232,2024-04-26,85.08,2.93,10,Institutional
BOND1797,2020-09-12,101.19,5.9,49,Institutional
BOND1797,2022-11-08,96.62,6.05,22,Institutional
BOND1797,2022-12-27,92.01,6.35,96,Municipal
BOND1855,2020-08-15,96.77,4.51,15,Institutional
BOND1855,2020-09-06,95.12,4.49,28,Institutional
BOND1855,2021-10-05,93.92,4.72,41,Institutional
BOND1855,2023-03-12,87.72,4.9,27,Institutional
BOND1855,2023-05-03,86.72,4.87,8,Retail
BOND1855,2024-05-09,85.83,5.16,2,Retail
BOND0020,2020-12-03,107.49,4.06,7,Retail
BOND0020,2021-12-15,105.3,4.16,29,Institutional
BOND0020,2022-05-20,98.25,4.25,23,Institutional
BOND0137,2020-07-25,105.52,3.88,46,Institutional
BOND0137,2020-08-29,96.1,4.16,8,Retail
BOND0137,2024-04-24,91.32,4.29,18,Institutional
BOND1894,2021-02-24,111.23,4.63,25,Institutional
BOND1894,2021-07-14,110.1,4.87,17,Institutional
BOND1894,2021-10-11,110.44,4.83,10,Institutional
BOND1894,2022-03-17,106.73,4.85,8,Institutional
BOND1894,2022-12-30,99.99,5.17,5,Retail
BOND1894,2023-11-17,100.4,5.14,38,Institutional
BOND0841,2022-05-06,99.44,5.32,12,Institutional
BOND0841,2023-01-15,100.41,5.3,23,Institutional
BOND0841,2023-04-06,96.18,5.54,28,Institutional
BOND0841,2023-07-21,97.59,5.5,3,Retail
BOND0841,2024-04-14,97.36,5.41,10,Retail
BOND0784,2020-05-08,108.21,2.8,6,Institutional
BOND0784,2020-10-30,111.99,2.59,42,Institutional
BOND0784,2021-04-19,111.23,2.72,2,Retail
BOND0784,2021-06-19,111.43,2.72,1,Retail
BOND0784,2023-11-21,101.15,2.92,47,Institutional
BOND0945,2020-01-02,106.68,2.43,45,Institutional
BOND0945,2020-01-11,101.34,2.49,4,Retail
BOND0945,2020-02-10,98.19,2.73,24,Institutional
BOND0954,2020-01-23,108.03,2.14,40,Institutional
BOND0954,2020-12-17,101.74,2.25,3,Retail
BOND0954,2021-05-16,99.11,2.35,12,Institutional
BOND0954,2021-12-10,99.29,2.31,31,Institutional
BOND0954,2022-11-07,96.04,2.4,31,Institutional
BOND0954,2024-04-14,92.1,2.47,9,Institutional
BOND0954,2024-05-27,92.83,2.51,8,Retail
BOND0954,2024-12-03,93.35,2.35,10,Retail
BOND1165,2020-04-07,105.1,3.62,12,Institutional
BOND1165,2024-03-14,97.05,3.57,29,Institutional
BOND1165,2024-09-23,95.99,3.61,9,Retail
BOND1165,2024-12-06,96.83,3.69,28,Municipal
BOND1008,2020-10-09,96.48,5.0,38,Institutional
BOND1008,2021-01-27,98.47,4.87,33,Municipal
BOND1008,2023-08-05,90.36,5.5,90,Municipal
BOND1008,2024-02-25,88.06,5.51,47,Institutional
BOND1008,2024-05-28,89.54,5.31,55,Municipal
BOND0141,2022-09-09,101.36,3.87,13,Institutional
BOND0141,2023-01-07,105.21,3.79,7,Institutional
BOND0141,2024-09-04,104.7,3.82,6,Retail
BOND0141,2024-09-05,105.65,3.84,50,Institutional
BOND0141,2024-09-24,104.55,3.93,91,Municipal
BOND0141,2024-12-12,106.29,3.83,9,Institutional
BOND1997,2022-03-14,94.88,4.45,6,Retail
BOND1997,2023-01-29,91.52,4.48,23,Institutional
BOND1997,2023-06-24,91.44,4.5,7,Retail
BOND1997,2024-05-08,90.01,4.57,15,Institutional
BOND1642,2022-01-17,91.62,3.55,38,Institutional
BOND1642,2022-01-31,89.74,3.65,46,Institutional
BOND1642,2022-04-26,89.41,3.69,13,Institutional
BOND0019,2020-06-13,104.82,5.15,35,Institutional
BOND0019,2021-04-20,103.87,5.11,5,Retail
BOND1215,2020-01-25,96.61,3.82,3,Retail
BOND1215,2020-07-19,102.59,3.6,7,Retail
BOND1215,2022-03-09,100.9,3.68,71,Municipal
BOND0907,2023-01-13,102.15,5.42,24,Institutional
BOND0907,2023-04-03,100.55,5.66,66,Municipal
BOND0907,2023-07-12,102.88,5.31,9,Retail
BOND0907,2023-09-10,103.63,5.42,49,Institutional
BOND0907,2023-11-28,102.52,5.56,29,Institutional
BOND0907,2024-08-02,100.97,5.57,8,Retail
BOND0690,2020-02-09,101.15,5.26,6,Retail
BOND0690,2020-07-06,105.24,5.06,8,Retail
BOND0690,2020-07-14,107.69,4.83,5,Retail
BOND0690,2020-11-19,100.32,5.32,99,Municipal
BOND0690,2020-12-17,104.6,5.0,34,Institutional
BOND1321,2021-02-24,113.87,3.53,3,Retail
BOND1321,2021-12-20,115.0,3.46,45,Institutional
BOND1321,2022-08-11,102.69,3.73,49,Institutional
BOND0394,2022-04-20,92.85,3.34,9,Institutional
BOND0394,2022-11-27,89.22,3.55,13,Institutional
BOND0394,2022-12-25,88.84,3.56,5,Retail
BOND0394,2023-05-12,88.85,3.67,3,Retail
BOND0394,2024-10-04,88.04,3.53,19,Municipal
BOND1002,2020-01-14,104.84,3.59,42,Institutional
BOND1002,2020-04-13,103.68,3.66,5,Retail
BOND0829,2020-03-16,96.98,3.53,32,Institutional
BOND0829,2021-07-01,98.42,3.57,5,Retail
BOND0829,2021-08-13,93.05,3.65,36,Institutional
BOND0829,2021-12-28,95.25,3.66,33,Institutional
BOND1393,2023-02-06,93.1,2.49,33,Municipal
BOND1393,2023-09-26,92.16,2.64,25,Institutional
BOND1393,2023-11-27,91.74,2.59,7,Retail
BOND1393,2023-12-27,91.88,2.66,4,Retail
BOND1393,2024-03-07,92.6,2.57,1,Retail
BOND1393,2024-03-13,91.95,2.73,68,Municipal
BOND0045,2020-02-17,115.0,2.56,77,Municipal
BOND0045,2022-11-27,110.07,2.78,42,Institutional
BOND0045,2023-06-28,106.44,2.76,18,Institutional
BOND0045,2024-03-12,106.15,2.71,4,Retail
BOND0045,2024-03-22,104.72,2.73,5,Retail
BOND0045,2024-08-27,105.87,2.67,2,Retail
BOND0725,2020-09-05,109.06,4.75,18,Institutional
BOND0725,2022-02-10,101.67,5.03,29,Institutional
BOND0725,2023-03-26,101.22,5.01,5,Retail
BOND0725,2024-02-04,100.02,5.14,4,Retail
BOND0725,2024-04-01,100.3,4.91,10,Retail
BOND0454,2020-10-24,111.79,3.83,10,Retail
BOND0454,2022-01-28,103.98,4.14,6,Retail
BOND0454,2022-02-03,106.28,4.22,10,Institutional
BOND0454,2022-09-28,104.95,4.28,29,Institutional
BOND0454,2023-02-01,104.3,4.24,9,Retail
BOND0454,2024-01-10,102.83,4.13,7,Institutional
BOND1325,2020-07-18,115.0,4.57,5,Retail
BOND1325,2022-01-19,107.14,4.73,71,Municipal
BOND1325,2022-04-26,105.92,4.88,58,Municipal
BOND1325,2022-12-18,106.96,4.84,83,Municipal
BOND1871,2021-12-10,98.05,3.4,11,Institutional
BOND1871,2021-12-20,95.77,3.37,43,Municipal
BOND1871,2022-03-29,97.42,3.26,18,Institutional
BOND1871,2022-07-06,89.81,3.65,8,Institutional
BOND1871,2023-02-16,90.14,3.64,8,Retail
BOND1871,2023-10-27,91.33,3.55,20,Institutional
BOND0796,2020-05-01,98.62,5.72,15,Institutional
BOND0796,2022-05-05,99.98,5.45,42,Institutional
BOND0796,2023-12-12,98.38,5.68,25,Institutional
BOND1408,2020-01-08,99.46,3.01,3,Retail
BOND1408,2020-01-18,102.73,3.01,36,Institutional
BOND1408,2020-01-28,93.9,3.32,5,Retail
BOND1408,2020-02-06,93.98,3.13,33,Institutional
BOND1408,2020-04-09,98.6,3.0,28,Institutional
BOND1408,2020-04-11,103.97,2.85,5,Retail
BOND1408,2020-04-19,102.43,2.96,10,Retail
BOND1316,2020-05-09,97.38,3.8,45,Institutional
BOND1316,2021-08-22,104.63,3.58,44,Institutional
BOND0009,2022-11-09,89.96,1.5,41,Institutional
BOND0009,2023-03-27,87.87,1.6,15,Institutional
BOND0009,2023-03-28,89.89,1.55,9,Retail
BOND0009,2023-09-23,86.58,1.62,2,Retail
BOND0009,2023-09-27,89.38,1.56,48,Institutional
BOND0009,2023-11-17,85.5,1.59,30,Institutional
BOND0009,2024-02-18,86.98,1.52,30,Institutional
BOND0009,2024-11-30,88.66,1.62,9,Retail
BOND1625,2020-09-10,109.96,3.81,36,Institutional
BOND1625,2022-02-25,103.88,3.97,36,Institutional
BOND1625,2022-04-24,103.44,4.0,3,Retail
BOND1625,2022-09-09,103.8,4.01,46,Institutional
BOND1625,2024-09-15,101.9,4.16,27,Institutional
BOND0891,2021-04-28,114.88,2.07,13,Institutional
BOND0891,2022-07-12,106.3,2.1,6,Retail
BOND0891,2022-12-16,103.96,2.18,7,Institutional
BOND0891,2023-05-04,105.4,2.16,42,Institutional
BOND0891,2023-09-28,106.95,2.13,48,Institutional
BOND1665,2021-05-23,114.44,3.1,4,Retail
BOND1665,2022-06-26,108.24,3.04,12,Institutional
BOND1665,2022-12-24,103.05,3.22,78,Municipal
BOND1665,2024-05-07,105.63,3.04,39,Institutional
BOND1027,2021-02-11,107.07,5.16,39,Municipal
BOND1027,2021-10-09,110.33,5.01,33,Institutional
BOND1650,2020-03-03,106.85,3.39,3,Retail
BOND1650,2020-06-08,95.5,3.68,37,Institutional
BOND1650,2023-12-06,93.25,3.76,20,Institutional
BOND1253,2022-06-04,106.58,3.58,2,Retail
BOND1253,2022-11-13,107.02,3.54,2,Retail
BOND1253,2023-09-09,104.29,3.35,8,Retail
BOND1253,2024-05-14,103.02,3.46,32,Institutional
BOND1253,2024-10-03,100.77,3.86,14,Institutional
BOND1253,2024-11-09,103.21,3.65,10,Institutional
BOND1124,2020-07-19,98.66,4.09,47,Institutional
BOND1124,2020-11-15,95.83,4.11,46,Institutional
BOND1124,2021-08-10,95.24,4.12,34,Institutional
BOND1124,2021-08-21,95.99,4.09,19,Institutional
BOND1124,2022-02-21,92.14,4.26,40,Institutional
BOND1124,2022-03-05,93.05,4.23,5,Retail
BOND1124,2022-09-04,85.15,4.61,27,Institutional
BOND0827,2021-06-15,101.4,4.23,7,Retail
BOND0827,2021-09-17,102.86,4.12,19,Institutional
BOND0827,2022-05-19,94.88,4.48,3,Retail
BOND0827,2022-05-29,96.26,4.39,19,Institutional
BOND0827,2023-02-23,90.96,4.63,45,Institutional
BOND0827,2023-10-29,92.43,4.51,37,Institutional
BOND0827,2024-04-24,91.53,4.43,22,Institutional
BOND0775,2020-05-13,96.03,5.26,8,Retail
BOND0775,2021-01-16,103.02,4.81,16,Institutional
BOND0775,2021-02-08,104.47,4.69,9,Retail
BOND0775,2021-05-15,100.54,4.99,9,Institutional
BOND0775,2021-10-28,100.13,4.99,34,Institutional
BOND0775,2024-08-25,92.68,5.34,28,Institutional
BOND1521,2020-12-20,94.49,3.72,40,Institutional
BOND1521,2022-06-30,89.84,3.73,5,Retail
BOND1521,2022-12-25,88.99,3.75,23,Institutional
BOND1521,2024-02-27,88.93,3.86,49,Institutional
BOND1521,2024-08-14,87.05,3.82,8,Retail
BOND1521,2024-10-04,87.73,3.9,31,Institutional
BOND0952,2021-08-30,110.96,3.33,10,Institutional
BOND0952,2022-04-01,106.5,3.53,5,Institutional
BOND0952,2022-04-24,104.12,3.69,44,Municipal
BOND0952,2022-09-18,106.34,3.67,43,Institutional
BOND0952,2023-04-06,103.79,3.64,37,Institutional
BOND0952,2023-12-15,105.22,3.6,3,Retail
BOND0952,2024-12-23,103.36,3.64,34,Institutional
BOND0289,2020-12-24,108.3,4.34,42,Municipal
BOND0289,2021-06-06,111.51,4.2,49,Institutional
BOND0289,2022-08-19,101.5,4.91,16,Institutional
BOND0289,2022-10-30,109.05,4.4,37,Institutional
BOND0289,2023-08-29,101.53,4.88,28,Institutional
BOND0289,2023-10-30,102.98,4.72,2,Retail
BOND0343,2020-01-12,110.22,4.77,48,Institutional
BOND0343,2020-01-31,108.18,4.51,6,Retail
BOND0034,2020-04-29,93.07,5.39,5,Retail
BOND0034,2020-04-30,96.33,5.28,20,Institutional
BOND0034,2024-01-10,88.03,5.77,33,Institutional
BOND1935,2022-09-15,103.18,2.55,7,Retail
BOND1935,2023-04-01,103.72,2.56,37,Institutional
BOND1935,2024-04-15,103.57,2.61,17,Municipal
BOND1935,2024-07-22,103.53,2.51,11,Municipal
BOND1357,2020-04-06,100.43,5.95,5,Institutional
BOND1357,2022-12-27,93.91,6.17,22,Institutional
BOND1357,2023-08-11,95.0,6.12,18,Institutional
BOND1357,2024-05-13,94.26,6.13,47,Institutional
BOND1495,2020-04-01,115.0,2.29,15,Institutional
BOND1495,2022-06-12,107.31,2.4,20,Institutional
BOND1495,2024-06-02,102.77,2.42,24,Institutional
BOND1495,2024-11-09,102.95,2.52,20,Institutional
BOND0909,2022-01-11,107.51,4.77,13,Municipal
BOND0909,2022-12-23,105.41,4.93,9,Retail
BOND0909,2023-09-22,103.94,5.02,47,Institutional
BOND1123,2021-05-04,104.41,3.52,42,Institutional
BOND1123,2021-06-21,104.18,3.71,47,Institutional
BOND1123,2021-07-05,104.08,3.72,8,Retail
BOND1123,2023-05-22,94.99,3.97,15,Institutional
BOND1017,2020-07-13,99.99,2.65,26,Institutional
BOND1017,2021-09-04,97.09,2.87,9,Institutional
BOND1017,2022-03-23,96.71,2.66,7,Retail
BOND1017,2023-02-01,91.8,2.83,4,Retail
BOND0426,2020-10-27,104.19,4.41,11,Institutional
BOND0426,2021-04-04,105.64,4.45,8,Retail
BOND0426,2022-11-16,101.68,4.53,45,Institutional
BOND0426,2024-05-30,95.86,4.93,5,Retail
BOND0426,2024-09-27,96.28,4.84,7,Institutional
BOND1430,2020-01-15,100.12,2.69,20,Institutional
BOND1430,2020-07-06,100.9,2.75,36,Institutional
BOND1430,2021-01-22,97.08,2.75,47,Institutional
BOND1430,2022-10-07,95.4,2.87,14,Municipal
BOND1430,2023-05-22,88.25,3.2,6,Retail
BOND1430,2023-07-22,88.1,3.19,62,Municipal
BOND1430,2023-09-27,90.36,3.07,9,Institutional
BOND1430,2024-05-11,89.54,3.01,10,Retail
BOND0634,2020-05-02,105.52,3.34,5,Institutional
BOND0634,2021-09-28,102.65,3.59,8,Retail
BOND0634,2022-05-02,100.39,3.75,49,Institutional
BOND0634,2022-07-31,97.62,3.79,34,Institutional
BOND0634,2022-08-16,95.07,3.94,21,Institutional
BOND0634,2023-12-09,98.41,3.77,17,Institutional
BOND0634,2024-01-26,97.64,3.59,19,Institutional
BOND0539,2020-01-15,111.73,2.57,10,Retail
BOND0539,2020-01-25,110.82,2.57,17,Institutional
BOND0539,2020-03-10,111.57,2.58,10,Institutional
BOND0539,2020-05-30,107.5,2.89,39,Institutional
BOND0539,2020-07-23,109.29,2.75,12,Institutional
BOND0539,2020-09-09,111.81,2.5,37,Institutional
BOND0211,2020-11-05,103.13,3.53,6,Institutional
BOND0211,2021-01-09,104.12,3.61,1,Retail
BOND0211,2022-01-23,97.84,3.65,48,Institutional
BOND0211,2023-07-31,94.49,3.76,47,Institutional
BOND1957,2021-02-06,105.47,5.09,27,Institutional
BOND1957,2024-06-04,97.59,5.4,10,Retail
BOND1541,2021-04-25,111.98,2.14,10,Retail
BOND1541,2022-01-04,105.32,2.32,10,Institutional
BOND1541,2022-01-13,109.52,2.03,24,Municipal
BOND1541,2022-10-09,112.4,2.15,40,Institutional
BOND1541,2023-04-22,104.96,2.13,46,Institutional
BOND1541,2024-04-07,103.61,2.34,4,Retail
BOND1541,2024-08-24,104.11,2.17,38,Institutional
BOND1541,2024-11-22,105.48,2.15,28,Municipal
BOND0359,2020-02-10,110.97,4.05,19,Institutional
BOND0359,2020-02-23,104.43,4.35,31,Institutional
BOND0359,2021-02-22,107.68,4.17,8,Retail
BOND0359,2022-11-29,97.29,4.62,21,Institutional
BOND0359,2023-03-18,99.18,4.53,35,Institutional
BOND0359,2023-08-31,101.59,4.49,69,Municipal
BOND0227,2022-08-24,89.44,4.98,23,Institutional
BOND0227,2023-01-27,89.15,5.05,3,Retail
BOND0227,2023-09-25,89.35,5.09,48,Institutional
BOND0227,2023-11-14,88.0,5.03,22,Institutional
BOND0227,2024-05-30,87.01,5.1,6,Retail
BOND0227,2024-07-20,87.06,4.95,20,Institutional
BOND0227,2024-08-08,87.52,5.0,20,Institutional
BOND1445,2022-10-11,95.18,5.56,11,Institutional
BOND1445,2024-01-28,87.0,6.13,13,Institutional
BOND0460,2020-02-07,101.37,2.53,13,Institutional
BOND0460,2020-05-09,101.89,2.36,9,Retail
BOND0460,2021-03-01,104.17,2.14,7,Retail
BOND0460,2021-10-01,107.81,2.24,28,Institutional
BOND0460,2022-04-20,100.9,2.45,32,Institutional
BOND0460,2022-08-14,102.03,2.27,9,Retail
BOND0460,2022-09-20,99.46,2.37,28,Institutional
BOND0460,2023-01-25,99.85,2.37,99,Municipal
BOND0653,2020-01-04,112.74,3.07,2,Retail
BOND0653,2020-01-18,109.17,2.95,9,Retail
BOND0653,2020-08-22,108.79,2.94,13,Institutional
BOND0653,2021-02-25,110.66,2.97,7,Retail
BOND0653,2022-08-21,100.7,3.37,10,Retail
BOND0767,2020-06-05,104.21,2.43,39,Institutional
BOND0767,2020-12-20,105.59,2.45,41,Institutional
BOND0767,2021-05-05,101.2,2.73,40,Institutional
BOND0767,2021-11-19,104.2,2.5,18,Institutional
BOND0767,2022-02-23,100.84,2.62,8,Retail
BOND0767,2022-05-05,97.79,2.61,16,Institutional
BOND0767,2022-07-10,94.35,2.72,19,Institutional
BOND0184,2022-07-09,105.55,3.95,31,Institutional
BOND0184,2022-09-15,105.32,3.76,20,Institutional
BOND0184,2023-05-18,103.77,3.82,21,Institutional
BOND1816,2021-05-19,98.57,5.3,8,Retail
BOND1816,2022-06-19,96.54,5.23,29,Institutional
BOND1816,2024-11-19,92.69,5.6,28,Institutional
BOND0438,2020-06-26,109.92,3.82,32,Institutional
BOND0438,2020-09-26,109.88,3.98,38,Institutional
BOND0438,2021-12-14,109.72,4.01,4,Retail
BOND0438,2023-02-02,101.57,4.4,11,Municipal
BOND0438,2024-01-04,100.82,4.35,38,Institutional
BOND0320,2020-07-04,102.87,4.59,20,Institutional
BOND0320,2020-12-04,104.48,4.51,17,Institutional
BOND0320,2021-06-12,101.76,4.92,21,Institutional
BOND0320,2021-07-04,102.33,4.61,19,Institutional
BOND0320,2022-03-22,97.78,4.77,1,Retail
BOND0320,2023-07-18,93.76,5.04,21,Institutional
BOND0320,2023-12-08,93.7,5.14,23,Institutional
BOND0320,2024-05-26,95.8,5.14,32,Institutional
BOND1955,2020-04-02,100.96,5.32,7,Retail
BOND1955,2020-10-10,95.89,5.54,22,Institutional
BOND1177,2021-08-16,105.5,4.46,15,Institutional
BOND1177,2021-10-03,107.94,4.34,14,Institutional
BOND1177,2021-12-01,108.8,4.41,5,Retail
BOND1177,2024-10-25,98.5,4.78,22,Institutional
BOND1305,2020-05-29,105.14,4.41,5,Retail
BOND1305,2021-04-18,111.52,4.12,7,Institutional
BOND1305,2021-10-17,112.88,4.21,4,Retail
BOND1378,2020-12-03,105.71,3.54,18,Institutional
BOND1378,2022-08-07,92.52,4.03,28,Institutional
BOND1378,2023-09-21,96.4,3.7,8,Retail
BOND1588,2021-06-27,99.89,2.72,10,Retail
BOND1588,2021-08-30,99.26,2.68,9,Retail
BOND1588,2022-12-21,89.38,2.75,40,Institutional
BOND1588,2024-12-10,90.62,2.61,3,Retail
BOND0297,2022-12-04,90.75,1.59,21,Institutional
BOND0297,2023-08-10,92.69,1.59,38,Institutional
BOND0297,2023-10-21,89.55,1.8,26,Institutional
BOND0297,2024-09-05,90.88,1.61,13,Institutional
BOND0297,2024-12-14,92.65,1.83,25,Municipal
BOND1992,2021-03-06,102.6,3.22,99,Municipal
BOND1992,2021-06-12,105.23,3.05,27,Institutional
BOND1992,2023-03-14,98.81,3.33,7,Retail
BOND1764,2020-02-21,108.71,3.52,28,Institutional
BOND1764,2020-03-12,108.61,3.5,39,Institutional
BOND1764,2021-03-22,106.7,3.54,4,Retail
BOND0221,2020-02-18,98.49,2.34,49,Institutional
BOND0221,2020-08-30,104.42,2.25,3,Retail
BOND0221,2021-07-12,106.27,2.13,20,Institutional
BOND0221,2021-10-21,107.44,2.15,46,Institutional
BOND0221,2022-04-07,98.47,2.41,41,Institutional
BOND0221,2023-12-03,96.4,2.39,88,Municipal
BOND0221,2024-07-18,95.86,2.23,5,Institutional
BOND1686,2021-10-14,110.32,5.12,18,Institutional
BOND1686,2022-01-12,102.26,5.5,4,Retail
BOND1686,2022-01-25,105.1,5.23,1,Retail
BOND1686,2023-12-16,99.84,5.45,41,Institutional
BOND1686,2024-04-13,99.86,5.53,21,Institutional
BOND0892,2020-11-17,91.41,2.81,25,Municipal
BOND0892,2021-10-21,93.75,2.7,33,Institutional
BOND0892,2022-08-25,87.98,3.03,6,Retail
BOND0237,2021-10-15,111.67,2.32,10,Institutional
BOND0237,2023-06-05,99.51,2.46,10,Institutional
BOND0237,2023-12-29,102.08,2.44,5,Institutional
BOND1486,2020-05-10,101.61,3.41,41,Institutional
BOND1486,2020-09-06,104.12,3.49,17,Institutional
BOND1486,2020-11-03,97.87,3.71,9,Institutional
BOND1486,2022-10-05,101.27,3.45,17,Institutional
BOND1486,2022-11-28,91.91,3.79,20,Institutional
BOND1486,2023-01-31,92.21,3.77,36,Institutional
BOND1715,2020-01-14,95.77,5.25,23,Institutional
BOND1715,2020-04-14,98.11,5.15,6,Institutional
BOND1715,2021-04-26,100.94,5.12,2,Retail
BOND1715,2022-08-20,96.14,5.27,25,Institutional
BOND0946,2020-07-25,105.0,4.34,11,Institutional
BOND0946,2021-01-07,103.03,4.38,45,Institutional
BOND0946,2021-03-31,101.71,4.47,55,Municipal
BOND0946,2022-03-26,99.38,4.6,30,Institutional
BOND0946,2022-05-11,95.93,4.78,9,Retail
BOND0946,2022-08-25,95.85,4.82,4,Retail
BOND0946,2024-07-25,94.9,4.67,18,Institutional
BOND1564,2021-06-22,94.47,4.1,30,Institutional
BOND1564,2023-08-04,88.15,4.49,1,Retail
BOND1564,2024-09-10,85.31,4.38,79,Municipal
BOND1513,2020-06-03,107.15,5.89,5,Retail
BOND1513,2024-11-08,98.36,6.05,45,Institutional
BOND1575,2020-03-16,96.6,2.51,10,Institutional
BOND1575,2020-10-23,98.57,2.47,35,Institutional
BOND1575,2020-12-20,97.11,2.54,20,Institutional
BOND1575,2021-03-23,97.1,2.39,71,Municipal
BOND1575,2022-01-09,88.95,2.52,80,Municipal
BOND1575,2022-05-06,90.36,2.47,11,Institutional
BOND1575,2022-06-17,92.19,2.71,32,Institutional
