bond_id,issuer_id,purpose_id,cusip,bond_type,coupon_rate,issue_date,maturity_date,face_value,duration,tax_status
BOND0491,44,3,339285B7,General Obligation,5.18,2019-05-01,2033-05-01,1000.0,7.5,Tax-Exempt
BOND0492,4,5,179552C6,Revenue,4.86,2018-10-01,2034-10-01,1000.0,8.65,Tax-Exempt
BOND0493,31,2,531631A5,Revenue,4.95,2010-09-01,2023-09-01,1000.0,8.41,Tax-Exempt
BOND0494,16,4,747689C9,General Obligation,4.2,2019-12-01,2024-12-01,1000.0,9.34,Tax-Exempt
BOND0495,36,1,557380C6,General Obligation,4.97,2020-03-01,2035-03-01,1000.0,7.13,Tax-Exempt
BOND0496,49,2,431274C5,General Obligation,4.04,2012-08-01,2025-08-01,1000.0,5.29,Tax-Exempt
BOND0497,14,2,271398B2,Revenue,2.98,2011-02-01,2031-02-01,1000.0,7.26,Tax-Exempt
BOND0498,5,5,124750C7,General Obligation,5.49,2018-09-01,2037-09-01,1000.0,5.06,Tax-Exempt
BOND0499,24,4,616394C3,General Obligation,3.09,2021-05-01,2037-05-01,1000.0,6.31,Tax-Exempt
BOND0500,34,2,469297C7,Revenue,4.17,2014-07-01,2023-07-01,1000.0,4.2,Tax-Exempt
BOND0501,20,1,436997A2,Revenue,2.2,2018-06-01,2036-06-01,1000.0,8.73,Tax-Exempt
BOND0502,3,5,177917B9,General Obligation,2.59,2021-04-01,2041-04-01,1000.0,7.57,Tax-Exempt
BOND0503,13,1,734494A4,General Obligation,5.02,2011-12-01,2021-12-01,1000.0,5.48,Tax-Exempt
BOND0504,6,1,189112B4,Revenue,4.17,2021-03-01,2033-03-01,1000.0,8.37,Tax-Exempt
BOND0505,38,4,696920A8,General Obligation,5.44,2013-04-01,2018-04-01,1000.0,6.06,Tax-Exempt
BOND0506,6,3,876990A5,General Obligation,3.8,2014-08-01,2023-08-01,1000.0,6.57,Tax-Exempt
BOND0507,4,2,203233B9,Revenue,3.82,2018-10-01,2027-10-01,1000.0,4.91,Tax-Exempt
BOND0508,45,1,316551C2,General Obligation,4.56,2019-06-01,2025-06-01,1000.0,7.28,Tax-Exempt
BOND0509,46,1,331417B7,Revenue,3.16,2016-12-01,2021-12-01,1000.0,9.79,Tax-Exempt
BOND0510,1,1,210627C9,General Obligation,4.96,2018-01-01,2038-01-01,1000.0,4.64,Tax-Exempt
BOND0511,26,1,239243B7,General Obligation,2.85,2020-12-01,2038-12-01,1000.0,7.31,Tax-Exempt
BOND0512,8,3,646004C7,General Obligation,4.54,2010-11-01,2017-11-01,1000.0,4.02,Tax-Exempt
BOND0513,1,3,196797B3,General Obligation,3.33,2019-08-01,2033-08-01,1000.0,9.81,Tax-Exempt
BOND0514,38,5,955691C2,General Obligation,5.44,2010-01-01,2016-01-01,1000.0,4.58,Tax-Exempt
BOND0515,45,5,481911A5,General Obligation,2.18,2015-10-01,2028-10-01,1000.0,8.37,Tax-Exempt
BOND0516,3,2,942857A3,Revenue,4.18,2018-01-01,2037-01-01,1000.0,7.36,Tax-Exempt
BOND0517,18,4,496637B5,Revenue,4.25,2014-03-01,2032-03-01,1000.0,5.52,Tax-Exempt
BOND0518,2,5,853396B4,Revenue,2.94,2014-12-01,2024-12-01,1000.0,9.83,Tax-Exempt
BOND0519,24,1,185791C8,General Obligation,4.01,2014-03-01,2030-03-01,1000.0,3.96,Tax-Exempt
BOND0520,48,1,528242A9,General Obligation,4.74,2020-11-01,2031-11-01,1000.0,7.87,Tax-Exempt
BOND0521,17,1,295925C8,General Obligation,2.18,2016-07-01,2025-07-01,1000.0,3.83,Tax-Exempt
BOND0522,44,1,588314B2,General Obligation,5.22,2016-10-01,2033-10-01,1000.0,4.8,Tax-Exempt
BOND0523,4,4,922623C6,General Obligation,2.48,2020-02-01,2031-02-01,1000.0,6.38,Tax-Exempt
BOND0524,49,4,293826A9,Revenue,5.06,2010-05-01,2027-05-01,1000.0,7.66,Tax-Exempt
BOND0525,35,3,862679A1,Revenue,3.29,2020-07-01,2031-07-01,1000.0,8.51,Tax-Exempt
BOND0526,2,2,406195A8,Revenue,2.99,2017-01-01,2032-01-01,1000.0,9.01,Tax-Exempt
BOND0527,26,3,427411B9,Revenue,4.99,2016-05-01,2025-05-01,1000.0,9.26,Tax-Exempt
BOND0528,9,3,241029B1,Revenue,2.84,2021-09-01,2033-09-01,1000.0,9.49,Tax-Exempt
BOND0529,5,4,674741B6,General Obligation,2.61,2016-12-01,2023-12-01,1000.0,3.99,Tax-Exempt
BOND0530,30,5,685648A4,General Obligation,2.08,2022-02-01,2034-02-01,1000.0,3.22,Tax-Exempt
BOND0531,42,5,999217A4,General Obligation,2.63,2015-03-01,2028-03-01,1000.0,8.53,Tax-Exempt
BOND0532,50,1,119638A1,Revenue,3.84,2015-02-01,2025-02-01,1000.0,6.17,Tax-Exempt
BOND0533,29,1,707235A1,General Obligation,5.4,2010-12-01,2030-12-01,1000.0,7.82,Tax-Exempt
BOND0534,16,1,232810B3,Revenue,2.67,2012-02-01,2029-02-01,1000.0,5.62,Tax-Exempt
BOND0535,17,3,747065A5,General Obligation,4.95,2018-03-01,2031-03-01,1000.0,4.8,Tax-Exempt
BOND0536,26,4,117858C6,Revenue,3.59,2010-09-01,2020-09-01,1000.0,9.09,Tax-Exempt
BOND0537,17,1,911029B7,General Obligation,4.84,2010-08-01,2021-08-01,1000.0,9.88,Tax-Exempt
BOND0538,14,2,915454B2,Revenue,4.58,2012-03-01,2028-03-01,1000.0,5.31,Tax-Exempt
BOND0539,31,5,215862B8,General Obligation,2.98,2010-10-01,2020-10-01,1000.0,7.32,Tax-Exempt
BOND0540,25,2,827647B4,General Obligation,3.14,2014-08-01,2029-08-01,1000.0,3.45,Tax-Exempt
BOND0541,6,4,584225A8,General Obligation,5.24,2013-06-01,2028-06-01,1000.0,8.07,Tax-Exempt
BOND0542,47,1,237166C9,General Obligation,5.45,2011-03-01,2030-03-01,1000.0,4.91,Tax-Exempt
BOND0543,47,2,706504B8,General Obligation,2.66,2018-05-01,2028-05-01,1000.0,4.84,Tax-Exempt
BOND0544,5,1,925023C8,General Obligation,2.53,2019-03-01,2026-03-01,1000.0,6.78,Tax-Exempt
BOND0545,42,4,968793A4,General Obligation,3.35,2011-10-01,2023-10-01,1000.0,6.89,Tax-Exempt
BOND0546,20,2,842727A1,Revenue,3.81,2019-10-01,2037-10-01,1000.0,8.59,Tax-Exempt
BOND0547,1,4,151894B3,General Obligation,3.16,2013-01-01,2024-01-01,1000.0,8.63,Tax-Exempt
BOND0548,29,4,739320C1,General Obligation,4.36,2015-07-01,2029-07-01,1000.0,7.83,Tax-Exempt
BOND0549,27,1,338219B3,Revenue,3.49,2019-12-01,2026-12-01,1000.0,6.6,Tax-Exempt
BOND0550,32,5,158438C1,Revenue,4.9,2019-08-01,2030-08-01,1000.0,4.95,Tax-Exempt
BOND0551,46,4,153087C1,General Obligation,4.11,2011-04-01,2031-04-01,1000.0,4.83,Tax-Exempt
BOND0552,1,3,311694B7,General Obligation,2.85,2012-08-01,2025-08-01,1000.0,4.38,Tax-Exempt
BOND0553,9,5,954357C8,Revenue,2.61,2013-05-01,2021-05-01,1000.0,3.64,Tax-Exempt
BOND0554,28,2,904550B6,General Obligation,3.83,2017-10-01,2034-10-01,1000.0,8.73,Tax-Exempt
BOND0555,13,2,627712A3,Revenue,4.34,2014-03-01,2028-03-01,1000.0,6.85,Tax-Exempt
BOND0556,28,2,890180B5,Revenue,2.31,2010-05-01,2027-05-01,1000.0,5.92,Tax-Exempt
BOND0557,21,5,846179B7,Revenue,3.29,2022-06-01,2033-06-01,1000.0,7.16,Tax-Exempt
BOND0558,26,2,812202C4,Revenue,4.11,2015-12-01,2032-12-01,1000.0,3.13,Tax-Exempt
BOND0559,40,2,591267B6,Revenue,3.17,2014-06-01,2024-06-01,1000.0,3.18,Tax-Exempt
BOND0560,32,3,459003C3,General Obligation,3.78,2022-12-01,2033-12-01,1000.0,5.31,Tax-Exempt
BOND0561,8,5,464571A1,General Obligation,4.57,2014-01-01,2030-01-01,1000.0,7.48,Tax-Exempt
BOND0562,9,5,969368A8,General Obligation,5.11,2010-11-01,2027-11-01,1000.0,4.36,Tax-Exempt
BOND0563,23,2,443552A8,General Obligation,3.42,2018-07-01,2023-07-01,1000.0,4.05,Tax-Exempt
BOND0564,45,5,236648B5,Revenue,4.69,2017-07-01,2023-07-01,1000.0,7.52,Tax-Exempt
BOND0565,34,1,995199C8,General Obligation,5.41,2014-06-01,2020-06-01,1000.0,9.56,Tax-Exempt
BOND0566,12,2,780170C5,General Obligation,2.31,2015-06-01,2023-06-01,1000.0,4.37,Tax-Exempt
BOND0567,48,2,719485A4,Revenue,4.89,2017-12-01,2022-12-01,1000.0,5.17,Tax-Exempt
BOND0568,15,3,747220B9,Revenue,5.24,2017-08-01,2027-08-01,1000.0,9.34,Tax-Exempt
BOND0569,3,4,569948C1,General Obligation,4.32,2021-01-01,2031-01-01,1000.0,6.79,Tax-Exempt
BOND0570,5,4,831584C1,Revenue,3.17,2019-11-01,2033-11-01,1000.0,5.44,Tax-Exempt
BOND0571,10,3,263731B5,General Obligation,3.1,2020-04-01,2038-04-01,1000.0,6.75,Tax-Exempt
BOND0572,36,4,134324A7,Revenue,5.0,2015-08-01,2023-08-01,1000.0,9.16,Tax-Exempt
BOND0573,1,5,452632A2,General Obligation,4.84,2019-02-01,2036-02-01,1000.0,8.5,Tax-Exempt
BOND0574,10,2,281126C7,Revenue,4.16,2021-10-01,2034-10-01,1000.0,5.42,Tax-Exempt
BOND0575,32,2,742473B6,General Obligation,4.93,2016-06-01,2034-06-01,1000.0,8.84,Tax-Exempt
BOND0576,9,4,240257C3,Revenue,2.3,2019-01-01,2039-01-01,1000.0,8.2,Tax-Exempt
BOND0577,43,2,844631B3,General Obligation,5.29,2011-06-01,2019-06-01,1000.0,9.4,Tax-Exempt
BOND0578,25,3,447156B8,General Obligation,3.25,2010-01-01,2026-01-01,1000.0,5.92,Tax-Exempt
BOND0579,42,5,542165A9,Revenue,2.05,2021-08-01,2027-08-01,1000.0,6.28,Tax-Exempt
BOND0580,26,5,798067C5,General Obligation,3.95,2015-04-01,2035-04-01,1000.0,6.3,Tax-Exempt
BOND0581,31,2,527200A5,Revenue,2.84,2014-06-01,2026-06-01,1000.0,8.29,Tax-Exempt
BOND0582,48,1,698543B5,General Obligation,2.4,2013-04-01,2029-04-01,1000.0,7.22,Tax-Exempt
BOND0583,11,3,401530A4,General Obligation,5.42,2011-09-01,2021-09-01,1000.0,4.26,Tax-Exempt
BOND0584,35,4,674343A6,General Obligation,2.86,2017-03-01,2024-03-01,1000.0,4.5,Tax-Exempt
BOND0585,23,2,483858A8,Revenue,3.45,2012-01-01,2023-01-01,1000.0,8.25,Tax-Exempt
BOND0586,29,4,246412B4,General Obligation,4.03,2014-02-01,2033-02-01,1000.0,8.05,Tax-Exempt
BOND0587,17,2,749699A3,General Obligation,2.91,2015-01-01,2024-01-01,1000.0,8.84,Tax-Exempt
BOND0588,47,2,698063A6,Revenue,3.25,2022-10-01,2041-10-01,1000.0,3.98,Tax-Exempt
BOND0589,38,4,737461C8,General Obligation,5.11,2011-07-01,2030-07-01,1000.0,7.73,Tax-Exempt
BOND0590,21,5,494411C2,Revenue,3.98,2018-07-01,2032-07-01,1000.0,7.73,Tax-Exempt
BOND0591,49,5,307433B5,Revenue,2.17,2016-10-01,2031-10-01,1000.0,8.3,Tax-Exempt
BOND0592,25,3,605841C9,General Obligation,5.33,2014-05-01,2033-05-01,1000.0,9.85,Tax-Exempt
BOND0593,10,5,479020A8,General Obligation,2.06,2022-07-01,2029-07-01,1000.0,4.36,Tax-Exempt
BOND0594,37,1,428413B7,Revenue,4.59,2019-11-01,2037-11-01,1000.0,8.96,Tax-Exempt
BOND0595,2,1,901924A8,General Obligation,4.1,2019-10-01,2036-10-01,1000.0,7.3,Tax-Exempt
BOND0596,34,4,711549C2,Revenue,5.42,2012-10-01,2029-10-01,1000.0,4.88,Tax-Exempt
BOND0597,10,1,285738A9,General Obligation,3.23,2018-09-01,2036-09-01,1000.0,6.62,Tax-Exempt
BOND0598,38,5,702596C5,Revenue,3.97,2017-08-01,2023-08-01,1000.0,4.34,Tax-Exempt
BOND0599,32,4,219368A5,General Obligation,2.09,2020-01-01,2028-01-01,1000.0,9.85,Tax-Exempt
BOND0600,5,3,674599A8,General Obligation,4.98,2020-08-01,2030-08-01,1000.0,8.88,Tax-Exempt
BOND0601,9,1,731062A7,General Obligation,3.19,2012-11-01,2028-11-01,1000.0,6.94,Tax-Exempt
BOND0602,12,5,520565B8,General Obligation,4.6,2015-02-01,2022-02-01,1000.0,9.18,Tax-Exempt
BOND0603,5,4,446880A6,Revenue,3.27,2015-07-01,2027-07-01,1000.0,8.55,Tax-Exempt
BOND0604,23,1,102232A4,Revenue,3.81,2019-02-01,2035-02-01,1000.0,4.96,Tax-Exempt
BOND0605,20,5,874226B6,Revenue,2.25,2019-07-01,2025-07-01,1000.0,4.27,Tax-Exempt
BOND0606,36,3,751513C2,General Obligation,4.23,2019-11-01,2028-11-01,1000.0,6.73,Tax-Exempt
BOND0607,48,3,919864C3,General Obligation,4.33,2021-11-01,2027-11-01,1000.0,9.14,Tax-Exempt
BOND0608,33,2,327143B1,General Obligation,2.74,2022-09-01,2042-09-01,1000.0,3.64,Tax-Exempt
BOND0609,7,4,881162A3,General Obligation,2.3,2018-04-01,2028-04-01,1000.0,7.03,Tax-Exempt
BOND0610,27,2,956283B4,General Obligation,5.38,2015-12-01,2035-12-01,1000.0,5.84,Tax-Exempt
BOND0611,16,2,394244C2,General Obligation,3.41,2018-05-01,2028-05-01,1000.0,3.76,Tax-Exempt
BOND0612,40,4,494920A7,General Obligation,5.12,2011-10-01,2017-10-01,1000.0,9.46,Tax-Exempt
BOND0613,20,1,725743A5,General Obligation,4.33,2022-06-01,2035-06-01,1000.0,6.84,Tax-Exempt
BOND0614,30,4,998066A2,General Obligation,4.7,2012-04-01,2021-04-01,1000.0,9.38,Tax-Exempt
BOND0615,32,5,383884A5,General Obligation,4.56,2018-09-01,2023-09-01,1000.0,9.03,Tax-Exempt
BOND0616,16,3,103397A8,Revenue,4.49,2018-12-01,2025-12-01,1000.0,4.78,Tax-Exempt
BOND0617,4,3,948485A3,General Obligation,3.39,2018-07-01,2036-07-01,1000.0,8.88,Tax-Exempt
BOND0618,47,3,553206B3,Revenue,2.01,2018-10-01,2032-10-01,1000.0,6.42,Tax-Exempt
BOND0619,45,2,833278C3,Revenue,4.59,2012-08-01,2021-08-01,1000.0,8.0,Tax-Exempt
BOND0620,8,2,805108B3,General Obligation,4.8,2011-05-01,2024-05-01,1000.0,5.39,Tax-Exempt
BOND0621,47,4,616770C7,General Obligation,2.9,2016-05-01,2036-05-01,1000.0,7.01,Tax-Exempt
BOND0622,2,3,339056B9,General Obligation,3.81,2020-09-01,2029-09-01,1000.0,9.26,Tax-Exempt
BOND0623,24,5,395545B5,Revenue,5.38,2012-05-01,2020-05-01,1000.0,6.06,Tax-Exempt
BOND0624,2,3,158396B3,General Obligation,2.96,2012-07-01,2032-07-01,1000.0,8.98,Tax-Exempt
BOND0625,26,3,430584C2,General Obligation,4.18,2010-01-01,2024-01-01,1000.0,5.07,Tax-Exempt
BOND0626,23,3,373159A9,Revenue,4.3,2021-06-01,2031-06-01,1000.0,9.45,Tax-Exempt
BOND0627,12,5,676345C1,Revenue,4.34,2017-06-01,2033-06-01,1000.0,4.62,Tax-Exempt
BOND0628,20,3,178046B1,General Obligation,4.71,2018-12-01,2031-12-01,1000.0,7.42,Tax-Exempt
BOND0629,31,1,813253B9,General Obligation,3.79,2021-12-01,2031-12-01,1000.0,7.82,Tax-Exempt
BOND0630,47,1,890548C4,General Obligation,3.75,2013-07-01,2018-07-01,1000.0,8.57,Tax-Exempt
BOND0631,18,1,974842A4,General Obligation,2.55,2018-09-01,2024-09-01,1000.0,6.49,Tax-Exempt
BOND0632,13,4,374441A8,General Obligation,5.31,2020-05-01,2026-05-01,1000.0,9.37,Tax-Exempt
BOND0633,21,1,693073B9,General Obligation,4.14,2014-08-01,2034-08-01,1000.0,6.73,Tax-Exempt
BOND0634,16,1,143562B7,General Obligation,3.14,2019-05-01,2031-05-01,1000.0,7.52,Tax-Exempt
BOND0635,34,2,179358C8,General Obligation,5.3,2020-06-01,2027-06-01,1000.0,3.71,Tax-Exempt
BOND0636,40,5,753902A6,Revenue,5.32,2011-12-01,2024-12-01,1000.0,9.43,Tax-Exempt
BOND0637,3,2,560631B3,General Obligation,2.59,2011-02-01,2022-02-01,1000.0,4.58,Tax-Exempt
BOND0638,24,3,170139A2,General Obligation,5.4,2013-05-01,2025-05-01,1000.0,5.98,Tax-Exempt
BOND0639,27,5,200826B7,General Obligation,3.41,2020-03-01,2035-03-01,1000.0,7.48,Tax-Exempt
BOND0640,41,5,905349C8,General Obligation,2.79,2012-06-01,2019-06-01,1000.0,9.81,Tax-Exempt
BOND0641,9,5,569947B7,Revenue,4.06,2018-07-01,2025-07-01,1000.0,8.69,Tax-Exempt
BOND0642,43,5,967176B3,General Obligation,2.26,2013-08-01,2030-08-01,1000.0,4.51,Tax-Exempt
BOND0643,50,4,479169C4,General Obligation,3.11,2012-11-01,2017-11-01,1000.0,7.2,Tax-Exempt
BOND0644,23,3,787561A2,General Obligation,3.5,2017-07-01,2022-07-01,1000.0,8.42,Tax-Exempt
BOND0645,42,3,690431C2,General Obligation,3.03,2020-09-01,2027-09-01,1000.0,7.72,Tax-Exempt
BOND0646,15,2,131232C8,Revenue,2.46,2018-01-01,2025-01-01,1000.0,5.0,Tax-Exempt
BOND0647,44,3,660258B7,Revenue,2.89,2013-12-01,2018-12-01,1000.0,3.67,Tax-Exempt
BOND0648,45,2,517426C9,Revenue,2.43,2018-06-01,2037-06-01,1000.0,7.92,Tax-Exempt
BOND0649,10,4,275401B6,General Obligation,5.48,2016-01-01,2033-01-01,1000.0,8.94,Tax-Exempt
BOND0650,17,4,405652A6,General Obligation,2.51,2019-10-01,2038-10-01,1000.0,6.64,Tax-Exempt
BOND0651,22,4,665248C2,Revenue,2.7,2015-11-01,2023-11-01,1000.0,5.58,Tax-Exempt
BOND0652,46,3,293488B9,General Obligation,2.12,2022-01-01,2033-01-01,1000.0,8.71,Tax-Exempt
BOND0653,6,3,353849B6,Revenue,4.76,2014-12-01,2022-12-01,1000.0,7.5,Tax-Exempt
BOND0654,6,4,226497B5,Revenue,2.24,2011-02-01,2022-02-01,1000.0,7.67,Tax-Exempt
BOND0655,14,2,213205C9,General Obligation,5.39,2022-07-01,2038-07-01,1000.0,8.7,Tax-Exempt
BOND0656,25,3,748359B7,General Obligation,3.13,2017-07-01,2035-07-01,1000.0,8.16,Tax-Exempt
BOND0657,7,1,940541B5,General Obligation,5.28,2018-09-01,2035-09-01,1000.0,3.04,Tax-Exempt
BOND0658,33,2,887514A4,General Obligation,2.46,2012-11-01,2032-11-01,1000.0,7.95,Tax-Exempt
BOND0659,7,5,508199A8,Revenue,2.91,2022-05-01,2031-05-01,1000.0,9.84,Tax-Exempt
BOND0660,25,2,250567B4,General Obligation,4.0,2013-01-01,2025-01-01,1000.0,3.85,Tax-Exempt
BOND0661,4,2,732828B1,Revenue,2.32,2016-11-01,2030-11-01,1000.0,4.38,Tax-Exempt
BOND0662,1,5,986508A5,General Obligation,3.17,2013-10-01,2027-10-01,1000.0,3.13,Tax-Exempt
BOND0663,40,3,612398B6,General Obligation,4.12,2010-01-01,2030-01-01,1000.0,9.09,Tax-Exempt
BOND0664,34,2,597633B5,Revenue,4.48,2017-11-01,2024-11-01,1000.0,8.57,Tax-Exempt
BOND0665,27,5,755641A5,General Obligation,4.65,2014-08-01,2033-08-01,1000.0,3.76,Tax-Exempt
BOND0666,49,2,140309C4,General Obligation,5.37,2021-03-01,2026-03-01,1000.0,9.77,Tax-Exempt
BOND0667,12,4,175030C4,Revenue,3.27,2018-02-01,2023-02-01,1000.0,6.24,Tax-Exempt
BOND0668,25,1,506103C5,Revenue,4.83,2011-07-01,2020-07-01,1000.0,5.8,Tax-Exempt
BOND0669,36,3,400828C4,General Obligation,3.03,2018-07-01,2023-07-01,1000.0,5.93,Tax-Exempt
BOND0670,12,2,865212A5,General Obligation,5.16,2022-01-01,2035-01-01,1000.0,8.16,Tax-Exempt
BOND0671,39,1,275346A3,General Obligation,4.72,2022-02-01,2030-02-01,1000.0,9.99,Tax-Exempt
BOND0672,25,4,352973C4,General Obligation,3.52,2021-12-01,2030-12-01,1000.0,4.85,Tax-Exempt
BOND0673,4,3,389376B8,Revenue,4.99,2020-04-01,2028-04-01,1000.0,5.54,Tax-Exempt
BOND0674,30,3,772162B1,Revenue,3.08,2022-10-01,2028-10-01,1000.0,3.94,Tax-Exempt
BOND0675,9,2,131419B1,Revenue,3.45,2022-03-01,2031-03-01,1000.0,6.55,Tax-Exempt
BOND0676,14,5,324726A9,Revenue,2.36,2020-12-01,2033-12-01,1000.0,7.93,Tax-Exempt
BOND0677,44,2,850452C8,Revenue,2.02,2011-01-01,2020-01-01,1000.0,3.55,Tax-Exempt
BOND0678,38,1,731712A2,General Obligation,3.25,2011-12-01,2017-12-01,1000.0,4.77,Tax-Exempt
BOND0679,17,5,306584A6,Revenue,4.71,2015-07-01,2031-07-01,1000.0,4.42,Tax-Exempt
BOND0680,22,3,463535C7,General Obligation,5.45,2021-01-01,2033-01-01,1000.0,4.44,Tax-Exempt
BOND0681,39,3,655749B1,Revenue,4.31,2011-01-01,2031-01-01,1000.0,7.9,Tax-Exempt
BOND0682,24,2,853283A6,General Obligation,4.09,2021-12-01,2037-12-01,1000.0,8.98,Tax-Exempt
BOND0683,14,5,269350B1,Revenue,4.46,2018-07-01,2028-07-01,1000.0,4.42,Tax-Exempt
BOND0684,11,5,851654B6,Revenue,4.91,2016-11-01,2034-11-01,1000.0,6.06,Tax-Exempt
BOND0685,49,3,757224A1,Revenue,2.47,2013-04-01,2019-04-01,1000.0,7.72,Tax-Exempt
BOND0686,48,3,879963C9,General Obligation,5.28,2010-04-01,2028-04-01,1000.0,3.3,Tax-Exempt
BOND0687,27,5,350598C2,Revenue,3.65,2018-09-01,2036-09-01,1000.0,3.6,Tax-Exempt
BOND0688,23,5,401428A2,General Obligation,4.24,2014-03-01,2032-03-01,1000.0,8.19,Tax-Exempt
BOND0689,2,1,476204B4,General Obligation,5.07,2014-09-01,2025-09-01,1000.0,9.33,Tax-Exempt
BOND0690,49,5,461168C5,Revenue,5.24,2016-03-01,2021-03-01,1000.0,3.36,Tax-Exempt
BOND0691,45,1,437077C9,Revenue,4.24,2010-01-01,2028-01-01,1000.0,3.66,Tax-Exempt
BOND0692,43,3,622278B1,General Obligation,5.45,2022-11-01,2028-11-01,1000.0,6.02,Tax-Exempt
BOND0693,42,4,895838A8,General Obligation,4.89,2015-10-01,2034-10-01,1000.0,8.21,Tax-Exempt
BOND0694,49,3,271814B6,Revenue,4.82,2020-03-01,2028-03-01,1000.0,8.51,Tax-Exempt
BOND0695,13,2,314572A9,General Obligation,2.98,2013-04-01,2022-04-01,1000.0,5.15,Tax-Exempt
BOND0696,17,2,232515B4,Revenue,4.53,2017-12-01,2028-12-01,1000.0,9.17,Tax-Exempt
BOND0697,6,2,107329C7,Revenue,2.24,2010-12-01,2030-12-01,1000.0,4.84,Tax-Exempt
BOND0698,40,3,231072C7,Revenue,5.1,2011-03-01,2020-03-01,1000.0,6.17,Tax-Exempt
BOND0699,9,1,602165C3,General Obligation,3.26,2018-04-01,2035-04-01,1000.0,6.18,Tax-Exempt
BOND0700,39,2,621824B3,Revenue,4.73,2016-11-01,2023-11-01,1000.0,6.51,Tax-Exempt
BOND0701,38,3,117440B3,General Obligation,3.15,2022-01-01,2031-01-01,1000.0,7.33,Tax-Exempt
BOND0702,37,2,364135B7,General Obligation,3.76,2013-07-01,2025-07-01,1000.0,4.78,Tax-Exempt
BOND0703,19,3,787421B7,Revenue,4.55,2018-12-01,2034-12-01,1000.0,8.61,Tax-Exempt
BOND0704,45,5,715581C2,General Obligation,3.34,2019-10-01,2038-10-01,1000.0,6.42,Tax-Exempt
BOND0705,3,4,643254B7,General Obligation,2.46,2015-05-01,2027-05-01,1000.0,9.5,Tax-Exempt
BOND0706,36,2,302725A5,General Obligation,4.39,2020-01-01,2034-01-01,1000.0,6.32,Tax-Exempt
BOND0707,30,3,819600B2,Revenue,2.98,2013-07-01,2025-07-01,1000.0,5.38,Tax-Exempt
BOND0708,19,2,207549A7,General Obligation,4.21,2021-10-01,2041-10-01,1000.0,9.73,Tax-Exempt
BOND0709,21,2,588748C7,Revenue,2.12,2021-03-01,2028-03-01,1000.0,3.2,Tax-Exempt
BOND0710,9,2,576118C1,General Obligation,4.67,2015-08-01,2031-08-01,1000.0,9.14,Tax-Exempt
BOND0711,3,3,818128B7,General Obligation,2.64,2014-09-01,2023-09-01,1000.0,6.31,Tax-Exempt
BOND0712,26,1,934278A8,General Obligation,3.56,2018-04-01,2025-04-01,1000.0,7.1,Tax-Exempt
BOND0713,13,1,810260B4,General Obligation,3.05,2022-10-01,2039-10-01,1000.0,3.83,Tax-Exempt
BOND0714,44,4,991711A1,Revenue,3.72,2021-03-01,2032-03-01,1000.0,7.87,Tax-Exempt
BOND0715,1,5,131730A6,General Obligation,2.23,2011-09-01,2029-09-01,1000.0,6.32,Tax-Exempt
BOND0716,42,1,280195B5,General Obligation,3.75,2014-04-01,2032-04-01,1000.0,5.18,Tax-Exempt
BOND0717,17,5,998307A6,General Obligation,4.49,2020-10-01,2028-10-01,1000.0,6.64,Tax-Exempt
BOND0718,11,2,439718B2,General Obligation,3.17,2021-10-01,2030-10-01,1000.0,8.69,Tax-Exempt
BOND0719,18,5,448834B4,General Obligation,5.17,2014-06-01,2023-06-01,1000.0,3.38,Tax-Exempt
BOND0720,18,3,455658A2,Revenue,2.99,2022-04-01,2035-04-01,1000.0,7.1,Tax-Exempt
BOND0721,48,2,939494C8,Revenue,5.07,2022-09-01,2039-09-01,1000.0,9.97,Tax-Exempt
BOND0722,15,4,919005A8,General Obligation,4.05,2015-06-01,2035-06-01,1000.0,8.38,Tax-Exempt
BOND0723,10,4,976547C1,Revenue,2.54,2019-07-01,2039-07-01,1000.0,4.58,Tax-Exempt
BOND0724,42,3,444090A8,General Obligation,3.81,2010-02-01,2019-02-01,1000.0,4.9,Tax-Exempt
BOND0725,25,2,989523B9,General Obligation,2.41,2016-01-01,2035-01-01,1000.0,6.49,Tax-Exempt
BOND0726,45,5,886732A3,General Obligation,3.48,2019-01-01,2026-01-01,1000.0,9.51,Tax-Exempt
BOND0727,16,1,482764C1,General Obligation,5.38,2014-04-01,2030-04-01,1000.0,5.67,Tax-Exempt
BOND0728,21,3,143102C8,General Obligation,5.44,2011-10-01,2017-10-01,1000.0,9.05,Tax-Exempt
BOND0729,3,3,421985C7,General Obligation,3.31,2014-06-01,2028-06-01,1000.0,5.07,Tax-Exempt
BOND0730,3,3,532577B5,General Obligation,4.54,2013-09-01,2031-09-01,1000.0,3.31,Tax-Exempt
BOND0731,32,5,917811A3,Revenue,3.29,2017-05-01,2029-05-01,1000.0,9.29,Tax-Exempt
BOND0732,29,2,420389C8,Revenue,4.26,2012-02-01,2022-02-01,1000.0,4.81,Tax-Exempt
BOND0733,29,2,456297A2,General Obligation,5.38,2016-03-01,2021-03-01,1000.0,4.14,Tax-Exempt
BOND0734,37,3,607947C6,General Obligation,5.43,2014-06-01,2021-06-01,1000.0,4.89,Tax-Exempt
BOND0735,25,3,393659A4,General Obligation,3.38,2017-11-01,2028-11-01,1000.0,8.3,Tax-Exempt
BOND0736,25,1,756327B1,General Obligation,4.74,2012-10-01,2025-10-01,1000.0,8.09,Tax-Exempt
