rating_id,bond_id,rating_agency,rating,rating_date,outlook
1020,BOND0946,Moodys,AAA,2019-01-01,Stable
1021,BOND0947,S&P,BBB-,2019-05-01,Stable
1022,BOND0948,S&P,A,2022-05-01,Stable
1023,BOND0949,S&P,AA-,2010-10-01,Stable
1024,BOND0949,S&P,AA,2024-11-01,Positive
1025,BOND0950,Moodys,AAA,2013-03-01,Stable
1026,BOND0951,S&P,AAA,2010-08-01,Stable
1027,BOND0952,S&P,AA+,2021-08-01,Stable
1028,BOND0952,S&P,AA,2021-11-01,Negative
1029,BOND0953,Fitch,A-,2022-06-01,Stable
1030,BOND0954,Moodys,AAA,2012-04-01,Stable
1031,BOND0955,S&P,AA+,2013-10-01,Stable
1032,BOND0956,S&P,AA+,2021-05-01,Stable
1033,BOND0957,Moodys,AAA,2012-06-01,Stable
1034,BOND0958,Moodys,AA-,2016-09-01,Stable
1035,BOND0959,S&P,AA-,2018-02-01,Stable
1036,BOND0960,S&P,BBB,2018-02-01,Stable
1037,BOND0960,S&P,BBB+,2022-02-01,Positive
1038,BOND0961,Fitch,BBB,2022-04-01,Stable
1039,BOND0962,S&P,BBB+,2010-01-01,Stable
1040,BOND0963,Fitch,A+,2019-08-01,Stable
1041,BOND0964,S&P,A-,2018-01-01,Stable
1042,BOND0965,Moodys,A-,2015-10-01,Stable
1043,BOND0966,Moodys,BBB-,2018-08-01,Stable
1044,BOND0967,Fitch,BBB-,2022-02-01,Stable
1045,BOND0968,S&P,BBB-,2017-07-01,Stable
1046,BOND0969,Fitch,AA-,2011-07-01,Stable
1047,BOND0970,Fitch,BBB+,2015-03-01,Stable
1048,BOND0971,S&P,AAA,2014-08-01,Stable
1049,BOND0972,Fitch,AA+,2020-01-01,Stable
1050,BOND0973,Fitch,AA-,2013-06-01,Stable
1051,BOND0974,S&P,AAA,2013-03-01,Stable
1052,BOND0975,S&P,A,2015-06-01,Stable
1053,BOND0975,S&P,A+,2021-05-01,Positive
1054,BOND0976,Fitch,AAA,2020-03-01,Stable
1055,BOND0977,Fitch,AA+,2015-01-01,Stable
1056,BOND0978,Fitch,AA-,2013-03-01,Stable
1057,BOND0979,Fitch,A+,2015-10-01,Stable
1058,BOND0980,Moodys,AAA,2015-03-01,Stable
1059,BOND0981,Fitch,BBB+,2020-01-01,Stable
1060,BOND0982,S&P,AA+,2021-12-01,Stable
1061,BOND0983,Moodys,A+,2019-02-01,Stable
1062,BOND0984,Moodys,AA-,2020-06-01,Stable
1063,BOND0985,S&P,AA,2016-07-01,Stable
1064,BOND0986,Fitch,BBB,2018-05-01,Stable
1065,BOND0987,S&P,AAA,2010-03-01,Stable
1066,BOND0988,Moodys,BBB-,2010-03-01,Stable
1067,BOND0989,Moodys,AA-,2020-10-01,Stable
1068,BOND0990,Moodys,BBB+,2018-06-01,Stable
1069,BOND0991,Fitch,AAA,2019-05-01,Stable
1070,BOND0992,S&P,BBB-,2012-12-01,Stable
1071,BOND0993,S&P,AAA,2012-02-01,Stable
1072,BOND0994,Fitch,AAA,2016-04-01,Stable
1073,BOND0995,Moodys,AAA,2014-07-01,Stable
1074,BOND0996,S&P,BBB+,2020-12-01,Stable
1075,BOND0997,Moodys,AAA,2016-10-01,Stable
1076,BOND0998,Fitch,BBB-,2013-08-01,Stable
1077,BOND0999,Fitch,AA,2011-03-01,Stable
1078,BOND1000,Moodys,AA-,2018-02-01,Stable
1079,BOND1001,Fitch,AA,2013-03-01,Stable
1080,BOND1002,Fitch,A-,2017-04-01,Stable
1081,BOND1003,Moodys,AA+,2015-12-01,Stable
1082,BOND1003,Moodys,AA,2022-05-01,Negative
1083,BOND1004,Moodys,A,2018-09-01,Stable
1084,BOND1005,Moodys,BBB+,2010-04-01,Stable
1085,BOND1006,Moodys,BBB-,2022-04-01,Stable
1086,BOND1007,S&P,A+,2022-03-01,Stable
1087,BOND1008,S&P,AA,2014-07-01,Stable
1088,BOND1009,Moodys,A-,2015-07-01,Stable
1089,BOND1010,Fitch,AAA,2011-01-01,Stable
1090,BOND1011,Moodys,A,2017-01-01,Stable
1091,BOND1012,S&P,BBB-,2013-07-01,Stable
1092,BOND1012,S&P,BBB,2024-05-01,Positive
1093,BOND1013,S&P,A,2016-04-01,Stable
1094,BOND1014,Fitch,BBB-,2022-04-01,Stable
1095,BOND1015,S&P,BBB,2014-05-01,Stable
1096,BOND1015,S&P,BBB-,2024-06-01,Negative
1097,BOND1016,S&P,A,2014-11-01,Stable
1098,BOND1017,Moodys,BBB-,2016-06-01,Stable
1099,BOND1018,Moodys,AAA,2012-01-01,Stable
1100,BOND1019,S&P,BBB+,2021-11-01,Stable
1101,BOND1019,S&P,BBB,2022-09-01,Negative
1102,BOND1020,S&P,BBB,2022-03-01,Stable
1103,BOND1021,Moodys,AA,2012-09-01,Stable
1104,BOND1022,Fitch,A+,2020-08-01,Stable
1105,BOND1022,Fitch,A,2023-03-01,Negative
1106,BOND1023,Moodys,BBB-,2010-01-01,Stable
1107,BOND1024,Moodys,BBB+,2014-08-01,Stable
1108,BOND1025,Moodys,BBB,2012-04-01,Stable
1109,BOND1026,Moodys,AA-,2013-04-01,Stable
1110,BOND1027,S&P,BBB+,2017-09-01,Stable
1111,BOND1028,Moodys,BBB,2014-12-01,Stable
1112,BOND1029,Fitch,AAA,2012-04-01,Stable
1113,BOND1030,Moodys,AAA,2013-04-01,Stable
1114,BOND1031,Moodys,AA-,2020-07-01,Stable
1115,BOND1032,Moodys,AA-,2011-03-01,Stable
1116,BOND1033,S&P,AAA,2022-06-01,Stable
1117,BOND1034,Fitch,BBB,2021-06-01,Stable
1118,BOND1035,Moodys,AAA,2013-07-01,Stable
1119,BOND1036,S&P,BBB+,2017-04-01,Stable
1120,BOND1037,Moodys,BBB+,2019-09-01,Stable
1121,BOND1038,S&P,A+,2018-08-01,Stable
1122,BOND1039,Moodys,AA-,2016-08-01,Stable
1123,BOND1040,Moodys,AAA,2019-08-01,Stable
1124,BOND1041,Moodys,BBB-,2022-09-01,Stable
1125,BOND1042,S&P,AAA,2010-04-01,Stable
1126,BOND1043,S&P,A+,2017-10-01,Stable
1127,BOND1044,S&P,BBB-,2013-12-01,Stable
1128,BOND1044,S&P,BBB,2021-11-01,Positive
1129,BOND1045,Fitch,AAA,2010-03-01,Stable
1130,BOND1046,Moodys,BBB+,2020-01-01,Stable
1131,BOND1047,Fitch,A,2015-05-01,Stable
1132,BOND1048,S&P,A+,2011-03-01,Stable
1133,BOND1049,S&P,AA+,2019-01-01,Stable
1134,BOND1049,S&P,AA,2021-03-01,Negative
1135,BOND1050,Fitch,AAA,2010-12-01,Stable
1136,BOND1051,Fitch,BBB+,2012-03-01,Stable
1137,BOND1052,Fitch,AAA,2021-01-01,Stable
1138,BOND1053,Moodys,AA-,2018-06-01,Stable
1139,BOND1054,Fitch,AA,2018-05-01,Stable
1140,BOND1055,Fitch,AAA,2016-04-01,Stable
1141,BOND1056,Fitch,BBB-,2018-08-01,Stable
1142,BOND1057,S&P,BBB,2018-04-01,Stable
1143,BOND1058,Fitch,AA+,2022-08-01,Stable
1144,BOND1059,Fitch,BBB-,2014-09-01,Stable
1145,BOND1060,Fitch,AAA,2017-02-01,Stable
1146,BOND1061,S&P,A+,2012-09-01,Stable
1147,BOND1062,S&P,AAA,2013-06-01,Stable
1148,BOND1063,S&P,BBB-,2012-03-01,Stable
1149,BOND1064,Moodys,AAA,2017-10-01,Stable
1150,BOND1065,Moodys,AAA,2015-08-01,Stable
1151,BOND1066,Moodys,BBB+,2016-01-01,Stable
1152,BOND1067,S&P,AA-,2013-02-01,Stable
1153,BOND1068,Fitch,AAA,2020-09-01,Stable
1154,BOND1069,Fitch,AA+,2015-12-01,Stable
1155,BOND1070,S&P,BBB,2015-05-01,Stable
1156,BOND1071,S&P,AAA,2012-04-01,Stable
1157,BOND1072,Moodys,AAA,2015-02-01,Stable
1158,BOND1073,Moodys,AA-,2012-01-01,Stable
1159,BOND1074,Fitch,A-,2018-07-01,Stable
1160,BOND1075,S&P,AA-,2015-07-01,Stable
1161,BOND1076,Fitch,BBB-,2020-11-01,Stable
1162,BOND1077,Moodys,BBB+,2012-03-01,Stable
1163,BOND1078,S&P,BBB,2015-11-01,Stable
1164,BOND1079,S&P,AAA,2015-11-01,Stable
1165,BOND1080,Fitch,AAA,2011-09-01,Stable
1166,BOND1081,Moodys,A+,2012-01-01,Stable
1167,BOND1082,S&P,A+,2022-05-01,Stable
1168,BOND1083,Moodys,A-,2021-12-01,Stable
1169,BOND1084,Fitch,AA,2010-05-01,Stable
1170,BOND1085,Fitch,BBB-,2019-05-01,Stable
1171,BOND1086,S&P,AAA,2013-11-01,Stable
1172,BOND1087,Moodys,A+,2014-07-01,Stable
1173,BOND1088,S&P,AAA,2011-08-01,Stable
1174,BOND1089,Fitch,BBB,2019-10-01,Stable
1175,BOND1089,Fitch,BBB+,2021-07-01,Positive
1176,BOND1090,S&P,A,2015-04-01,Stable
1177,BOND1091,Fitch,AA+,2015-09-01,Stable
1178,BOND1092,Moodys,AAA,2017-04-01,Stable
1179,BOND1093,Moodys,AA+,2018-07-01,Stable
1180,BOND1094,S&P,AAA,2012-02-01,Stable
1181,BOND1095,Moodys,AAA,2018-03-01,Stable
1182,BOND1096,S&P,AAA,2010-04-01,Stable
1183,BOND1097,Fitch,BBB+,2019-06-01,Stable
1184,BOND1098,S&P,A,2018-02-01,Stable
1185,BOND1099,Fitch,A-,2018-10-01,Stable
1186,BOND1100,Fitch,BBB+,2019-08-01,Stable
1187,BOND1101,Fitch,AA,2022-04-01,Stable
1188,BOND1102,S&P,BBB-,2021-07-01,Stable
1189,BOND1103,Moodys,AAA,2019-01-01,Stable
1190,BOND1104,Fitch,BBB+,2021-04-01,Stable
1191,BOND1105,S&P,AA,2012-09-01,Stable
1192,BOND1105,S&P,AA+,2024-04-01,Positive
1193,BOND1106,S&P,A,2019-12-01,Stable
1194,BOND1107,Fitch,AA,2018-12-01,Stable
1195,BOND1108,Moodys,BBB,2017-04-01,Stable
1196,BOND1109,Fitch,A-,2010-03-01,Stable
1197,BOND1110,Fitch,AA,2014-03-01,Stable
1198,BOND1110,Fitch,AA+,2024-10-01,Positive
1199,BOND1111,Fitch,AA+,2011-12-01,Stable
1200,BOND1112,Moodys,A,2019-01-01,Stable
1201,BOND1112,Moodys,A+,2023-05-01,Positive
1202,BOND1113,Fitch,BBB+,2010-12-01,Stable
1203,BOND1114,Moodys,A,2018-08-01,Stable
1204,BOND1115,S&P,AA-,2011-09-01,Stable
1205,BOND1116,Moodys,A,2012-01-01,Stable
1206,BOND1117,Fitch,A+,2021-02-01,Stable
1207,BOND1118,Moodys,A+,2011-05-01,Stable
1208,BOND1119,Moodys,A,2017-01-01,Stable
1209,BOND1119,Moodys,A-,2021-02-01,Negative
1210,BOND1120,Moodys,BBB,2010-10-01,Stable
1211,BOND1121,Moodys,AA,2014-08-01,Stable
1212,BOND1122,Fitch,AAA,2022-10-01,Stable
1213,BOND1123,Fitch,A,2016-02-01,Stable
1214,BOND1124,Moodys,AA+,2010-06-01,Stable
1215,BOND1125,Fitch,A+,2013-05-01,Stable
1216,BOND1126,S&P,AA-,2015-06-01,Stable
1217,BOND1127,S&P,AAA,2020-11-01,Stable
1218,BOND1128,Moodys,AA,2021-11-01,Stable
1219,BOND1129,Fitch,BBB+,2010-09-01,Stable
1220,BOND1130,S&P,AAA,2010-11-01,Stable
1221,BOND1131,S&P,BBB-,2015-08-01,Stable
1222,BOND1132,Fitch,AA,2017-07-01,Stable
1223,BOND1133,Fitch,AA,2019-07-01,Stable
1224,BOND1134,S&P,A,2019-01-01,Stable
1225,BOND1135,S&P,AAA,2010-07-01,Stable
1226,BOND1136,Fitch,AA,2021-08-01,Stable
1227,BOND1137,Moodys,AA,2012-10-01,Stable
1228,BOND1138,S&P,BBB-,2012-02-01,Stable
1229,BOND1139,S&P,BBB-,2019-06-01,Stable
1230,BOND1140,Fitch,AA,2021-09-01,Stable
1231,BOND1141,S&P,AA,2016-11-01,Stable
1232,BOND1142,Moodys,AAA,2020-06-01,Stable
1233,BOND1143,Fitch,AA+,2012-09-01,Stable
1234,BOND1144,Fitch,BBB+,2014-07-01,Stable
1235,BOND1145,Moodys,AAA,2015-04-01,Stable
1236,BOND1146,Moodys,AA,2016-11-01,Stable
1237,BOND1147,Fitch,AAA,2010-11-01,Stable
1238,BOND1148,Fitch,A-,2010-03-01,Stable
1239,BOND1149,Fitch,BBB-,2012-03-01,Stable
1240,BOND1150,Moodys,A-,2021-11-01,Stable
1241,BOND1151,Moodys,A,2011-08-01,Stable
1242,BOND1152,Moodys,BBB-,2012-05-01,Stable
1243,BOND1153,Moodys,AAA,2011-07-01,Stable
1244,BOND1154,S&P,AAA,2017-10-01,Stable
1245,BOND1155,Fitch,AAA,2019-01-01,Stable
1246,BOND1156,Fitch,A+,2015-12-01,Stable
1247,BOND1157,Moodys,AA,2022-09-01,Stable
1248,BOND1158,S&P,A,2022-02-01,Stable
1249,BOND1159,S&P,AA+,2017-08-01,Stable
1250,BOND1159,S&P,AA,2020-11-01,Negative
1251,BOND1160,Fitch,A+,2015-03-01,Stable
1252,BOND1161,Fitch,BBB-,2012-08-01,Stable
1253,BOND1162,S&P,AA-,2017-10-01,Stable
1254,BOND1163,Fitch,AA-,2012-07-01,Stable
1255,BOND1164,S&P,BBB+,2011-01-01,Stable
1256,BOND1165,Fitch,BBB,2014-09-01,Stable
1257,BOND1166,S&P,AA,2022-10-01,Stable
1258,BOND1167,S&P,BBB,2020-01-01,Stable
1259,BOND1168,Fitch,AAA,2012-01-01,Stable
1260,BOND1169,Fitch,BBB,2021-12-01,Stable
1261,BOND1170,Moodys,A+,2012-03-01,Stable
1262,BOND1171,S&P,AA-,2019-03-01,Stable
1263,BOND1172,S&P,A,2010-08-01,Stable
1264,BOND1173,Fitch,A+,2013-11-01,Stable
1265,BOND1174,Fitch,BBB+,2016-01-01,Stable
1266,BOND1175,S&P,AA-,2018-06-01,Stable
1267,BOND1176,Fitch,A-,2014-12-01,Stable
1268,BOND1177,S&P,BBB+,2015-05-01,Stable
1269,BOND1177,S&P,BBB,2020-05-01,Negative
1270,BOND1178,S&P,BBB,2020-12-01,Stable
1271,BOND1179,S&P,A+,2022-02-01,Stable
1272,BOND1180,S&P,AA+,2013-11-01,Stable
1273,BOND1181,Moodys,AAA,2018-07-01,Stable
1274,BOND1182,Fitch,AA+,2012-04-01,Stable
1275,BOND1183,Moodys,BBB+,2012-12-01,Stable
1276,BOND1184,Fitch,A-,2022-08-01,Stable
1277,BOND1185,S&P,AAA,2010-09-01,Stable
1278,BOND1186,S&P,AA+,2022-02-01,Stable
1279,BOND1187,S&P,AAA,2015-06-01,Stable
1280,BOND1188,Fitch,AAA,2022-01-01,Stable
1281,BOND1189,Fitch,A-,2022-07-01,Stable
1282,BOND1190,Fitch,AAA,2021-12-01,Stable
1283,BOND1191,Moodys,A+,2015-12-01,Stable
1284,BOND1192,S&P,A+,2020-03-01,Stable
1285,BOND1193,Moodys,AA,2011-10-01,Stable
1286,BOND1194,Moodys,AA-,2014-12-01,Stable
1287,BOND1195,Moodys,A-,2011-05-01,Stable
1288,BOND1196,S&P,AA,2016-05-01,Stable
1289,BOND1197,Fitch,A-,2015-09-01,Stable
1290,BOND1198,Fitch,AAA,2021-01-01,Stable
1291,BOND1199,Fitch,AAA,2019-06-01,Stable
1292,BOND1200,Moodys,AA,2015-07-01,Stable
1293,BOND1200,Moodys,AA-,2020-09-01,Negative
1294,BOND1201,Fitch,AA-,2021-08-01,Stable
1295,BOND1202,S&P,AAA,2014-03-01,Stable
1296,BOND1203,S&P,AAA,2020-01-01,Stable
1297,BOND1204,Fitch,BBB,2010-04-01,Stable
1298,BOND1205,Moodys,AA,2011-09-01,Stable
1299,BOND1206,Fitch,AAA,2015-07-01,Stable
1300,BOND1207,Fitch,AA-,2016-11-01,Stable
1301,BOND1208,Moodys,A-,2021-03-01,Stable
1302,BOND1209,Moodys,AA,2017-01-01,Stable
1303,BOND1210,Moodys,AAA,2020-11-01,Stable
1304,BOND1211,Moodys,BBB+,2021-02-01,Stable
1305,BOND1212,Fitch,A,2017-05-01,Stable
1306,BOND1213,Moodys,AA+,2015-11-01,Stable
1307,BOND1214,Fitch,A+,2014-06-01,Stable
1308,BOND1215,Fitch,A-,2016-11-01,Stable
1309,BOND1216,S&P,BBB,2017-03-01,Stable
1310,BOND1216,S&P,BBB+,2023-05-01,Positive
1311,BOND1217,Moodys,A-,2021-06-01,Stable
1312,BOND1218,Fitch,A,2012-10-01,Stable
1313,BOND1219,S&P,BBB+,2010-08-01,Stable
1314,BOND1220,S&P,A-,2010-07-01,Stable
1315,BOND1221,Moodys,A,2018-10-01,Stable
1316,BOND1221,Moodys,A+,2024-07-01,Positive
1317,BOND1222,Fitch,A+,2012-08-01,Stable
1318,BOND1223,Moodys,BBB-,2010-02-01,Stable
1319,BOND1224,S&P,AAA,2013-06-01,Stable
1320,BOND1225,Moodys,AA+,2011-07-01,Stable
1321,BOND1226,S&P,AAA,2017-06-01,Stable
1322,BOND1227,Fitch,BBB-,2019-09-01,Stable
1323,BOND1228,Moodys,BBB-,2012-10-01,Stable
1324,BOND1229,Fitch,BBB-,2015-01-01,Stable
1325,BOND1230,Fitch,AAA,2014-08-01,Stable
1326,BOND1231,Fitch,BBB+,2017-11-01,Stable
1327,BOND1232,Fitch,A+,2020-09-01,Stable
1328,BOND1233,Moodys,BBB,2013-03-01,Stable
1329,BOND1234,Moodys,BBB+,2022-12-01,Stable
1330,BOND1235,Moodys,BBB+,2014-11-01,Stable
1331,BOND1236,Fitch,AAA,2014-01-01,Stable
1332,BOND1237,Moodys,BBB,2014-08-01,Stable
1333,BOND1238,Fitch,AA-,2018-06-01,Stable
1334,BOND1238,Fitch,AA,2024-09-01,Positive
1335,BOND1239,Moodys,AA-,2012-12-01,Stable
1336,BOND1240,Fitch,AA-,2022-03-01,Stable
1337,BOND1241,Fitch,A,2021-11-01,Stable
1338,BOND1242,Moodys,AAA,2015-02-01,Stable
1339,BOND1243,Fitch,AAA,2020-09-01,Stable
1340,BOND1244,Moodys,AAA,2019-08-01,Stable
1341,BOND1245,Moodys,AA,2013-07-01,Stable
1342,BOND1246,Fitch,AA+,2014-03-01,Stable
1343,BOND1247,S&P,AA,2013-03-01,Stable
1344,BOND1248,Moodys,AAA,2014-06-01,Stable
1345,BOND1249,Moodys,BBB+,2019-07-01,Stable
1346,BOND1250,Fitch,BBB-,2017-12-01,Stable
1347,BOND1250,Fitch,BBB,2021-09-01,Positive
1348,BOND1251,S&P,BBB+,2020-05-01,Stable
1349,BOND1252,Moodys,AA-,2013-08-01,Stable
1350,BOND1253,Fitch,AAA,2021-11-01,Stable
1351,BOND1254,Moodys,BBB-,2017-07-01,Stable
1352,BOND1255,Moodys,BBB,2012-03-01,Stable
1353,BOND1256,Moodys,AA,2022-03-01,Stable
1354,BOND1257,Moodys,A,2022-05-01,Stable
1355,BOND1258,Moodys,AA-,2015-04-01,Stable
1356,BOND1259,Fitch,BBB,2013-05-01,Stable
1357,BOND1260,Fitch,AAA,2018-09-01,Stable
1358,BOND1261,Fitch,BBB+,2015-06-01,Stable
1359,BOND1262,Moodys,A+,2022-02-01,Stable
1360,BOND1263,Moodys,AA,2013-11-01,Stable
1361,BOND1263,Moodys,AA+,2020-08-01,Positive
1362,BOND1264,S&P,AAA,2010-03-01,Stable
1363,BOND1265,Fitch,A+,2017-04-01,Stable
1364,BOND1266,S&P,BBB,2014-12-01,Stable
1365,BOND1267,Fitch,AA+,2021-02-01,Stable
1366,BOND1268,S&P,BBB+,2017-06-01,Stable
1367,BOND1269,S&P,BBB+,2014-06-01,Stable
1368,BOND1270,S&P,AA+,2022-10-01,Stable
1369,BOND1271,S&P,BBB-,2018-07-01,Stable
1370,BOND1272,S&P,BBB,2022-07-01,Stable
1371,BOND1273,S&P,BBB-,2019-01-01,Stable
1372,BOND1274,S&P,A+,2020-08-01,Stable
1373,BOND1275,S&P,AAA,2017-09-01,Stable
1374,BOND1276,S&P,A+,2014-10-01,Stable
1375,BOND1277,Moodys,A+,2011-04-01,Stable
1376,BOND1278,S&P,A-,2010-04-01,Stable
1377,BOND1279,S&P,A,2016-11-01,Stable
1378,BOND1280,Fitch,BBB-,2020-08-01,Stable
1379,BOND1281,Fitch,AAA,2022-11-01,Stable
1380,BOND1282,Fitch,BBB+,2018-05-01,Stable
1381,BOND1283,Fitch,AAA,2013-07-01,Stable
1382,BOND1284,S&P,BBB+,2013-04-01,Stable
1383,BOND1285,Fitch,AAA,2019-12-01,Stable
1384,BOND1286,Moodys,BBB-,2011-08-01,Stable
1385,BOND1286,Moodys,BBB,2020-02-01,Positive
1386,BOND1287,Fitch,AAA,2019-03-01,Stable
1387,BOND1288,Moodys,A+,2017-01-01,Stable
1388,BOND1289,S&P,AAA,2013-10-01,Stable
1389,BOND1290,S&P,AA-,2010-01-01,Stable
1390,BOND1291,S&P,BBB+,2022-03-01,Stable
1391,BOND1292,Moodys,BBB,2015-10-01,Stable
1392,BOND1293,Fitch,AA+,2015-01-01,Stable
1393,BOND1294,Fitch,AA+,2012-01-01,Stable
1394,BOND1295,Moodys,AA-,2018-11-01,Stable
1395,BOND1296,Moodys,BBB+,2021-10-01,Stable
1396,BOND1297,S&P,AAA,2015-10-01,Stable
1397,BOND1298,S&P,BBB+,2022-09-01,Stable
1398,BOND1299,Fitch,AAA,2022-08-01,Stable
1399,BOND1300,Moodys,AA,2020-01-01,Stable
1400,BOND1300,Moodys,AA+,2024-10-01,Positive
1401,BOND1301,S&P,AA,2017-01-01,Stable
1402,BOND1301,S&P,AA+,2021-07-01,Positive
1403,BOND1302,Moodys,A,2016-05-01,Stable
1404,BOND1302,Moodys,A+,2022-04-01,Positive
1405,BOND1303,S&P,A-,2019-01-01,Stable
1406,BOND1304,Moodys,AA+,2010-10-01,Stable
1407,BOND1305,Fitch,BBB-,2019-11-01,Stable
1408,BOND1306,Fitch,AA,2010-10-01,Stable
1409,BOND1306,Fitch,AA-,2024-06-01,Negative
1410,BOND1307,Moodys,BBB-,2010-09-01,Stable
1411,BOND1308,Moodys,AA+,2019-12-01,Stable
1412,BOND1309,Fitch,AAA,2019-09-01,Stable
1413,BOND1310,Fitch,A+,2019-02-01,Stable
1414,BOND1311,S&P,BBB+,2015-08-01,Stable
1415,BOND1312,Moodys,A+,2011-08-01,Stable
1416,BOND1313,Fitch,BBB-,2022-03-01,Stable
1417,BOND1314,S&P,AA-,2018-11-01,Stable
1418,BOND1315,Fitch,AAA,2013-08-01,Stable
1419,BOND1316,S&P,A-,2014-09-01,Stable
1420,BOND1317,S&P,A,2013-02-01,Stable
1421,BOND1318,Moodys,AA+,2012-06-01,Stable
1422,BOND1319,S&P,A,2011-11-01,Stable
1423,BOND1320,S&P,AA+,2013-12-01,Stable
1424,BOND1321,Fitch,BBB,2013-09-01,Stable
1425,BOND1322,Fitch,AAA,2011-05-01,Stable
1426,BOND1323,Moodys,A-,2017-01-01,Stable
1427,BOND1324,S&P,A-,2020-05-01,Stable
1428,BOND1325,S&P,A+,2013-02-01,Stable
1429,BOND1326,Moodys,A-,2011-05-01,Stable
1430,BOND1327,S&P,AAA,2013-05-01,Stable
1431,BOND1328,Moodys,BBB-,2021-03-01,Stable
1432,BOND1329,Moodys,AAA,2018-01-01,Stable
1433,BOND1330,Fitch,AAA,2016-03-01,Stable
1434,BOND1331,Fitch,A-,2012-11-01,Stable
1435,BOND1332,S&P,A+,2016-01-01,Stable
1436,BOND1333,Fitch,A-,2019-12-01,Stable
1437,BOND1334,Fitch,BBB,2015-06-01,Stable
1438,BOND1335,S&P,AA+,2018-02-01,Stable
1439,BOND1336,Fitch,AAA,2021-09-01,Stable
1440,BOND1337,Fitch,BBB-,2012-06-01,Stable
1441,BOND1338,Fitch,BBB+,2010-11-01,Stable
1442,BOND1339,Fitch,A,2021-01-01,Stable
1443,BOND1340,Fitch,AA-,2018-08-01,Stable
1444,BOND1341,Moodys,BBB,2011-07-01,Stable
1445,BOND1342,Fitch,A+,2016-12-01,Stable
1446,BOND1343,Moodys,AA-,2012-06-01,Stable
1447,BOND1344,S&P,BBB-,2020-11-01,Stable
1448,BOND1345,Moodys,AA-,2013-01-01,Stable
1449,BOND1346,S&P,A,2011-02-01,Stable
1450,BOND1347,Fitch,AA,2018-08-01,Stable
1451,BOND1348,S&P,A+,2018-10-01,Stable
1452,BOND1349,S&P,BBB+,2012-02-01,Stable
1453,BOND1350,Moodys,BBB,2011-01-01,Stable
1454,BOND1351,Moodys,AAA,2022-01-01,Stable
1455,BOND1352,Moodys,BBB,2022-07-01,Stable
1456,BOND1353,Moodys,A+,2012-04-01,Stable
1457,BOND1354,S&P,AAA,2015-09-01,Stable
1458,BOND1355,Moodys,BBB+,2021-11-01,Stable
1459,BOND1356,Fitch,A+,2010-07-01,Stable
1460,BOND1357,Moodys,BBB+,2019-06-01,Stable
1461,BOND1358,S&P,BBB,2020-01-01,Stable
1462,BOND1359,Moodys,AAA,2020-02-01,Stable
1463,BOND1360,Moodys,AAA,2017-10-01,Stable
1464,BOND1361,S&P,A,2021-05-01,Stable
1465,BOND1362,Moodys,AA,2014-05-01,Stable
1466,BOND1363,Fitch,A,2010-09-01,Stable
1467,BOND1363,Fitch,A-,2020-06-01,Negative
1468,BOND1364,S&P,AA+,2016-12-01,Stable
1469,BOND1365,Fitch,BBB,2022-07-01,Stable
1470,BOND1366,Moodys,AAA,2022-02-01,Stable
1471,BOND1367,Fitch,BBB,2022-11-01,Stable
1472,BOND1368,Fitch,BBB-,2012-06-01,Stable
1473,BOND1369,S&P,AA+,2018-03-01,Stable
1474,BOND1370,S&P,A+,2016-05-01,Stable
1475,BOND1371,S&P,A+,2018-08-01,Stable
1476,BOND1372,Moodys,AAA,2015-08-01,Stable
1477,BOND1373,Moodys,BBB-,2014-04-01,Stable
1478,BOND1374,S&P,AA,2011-09-01,Stable
1479,BOND1374,S&P,AA+,2024-05-01,Positive
1480,BOND1375,S&P,BBB+,2019-11-01,Stable
1481,BOND1376,S&P,A+,2016-11-01,Stable
1482,BOND1377,S&P,BBB-,2019-09-01,Stable
1483,BOND1378,S&P,A,2016-12-01,Stable
1484,BOND1378,S&P,A+,2023-06-01,Positive
1485,BOND1379,Fitch,A+,2020-09-01,Stable
1486,BOND1380,S&P,BBB+,2016-12-01,Stable
1487,BOND1381,Moodys,A-,2010-12-01,Stable
1488,BOND1382,Moodys,BBB-,2010-04-01,Stable
1489,BOND1383,S&P,BBB+,2012-08-01,Stable
1490,BOND1384,S&P,AA-,2016-12-01,Stable
1491,BOND1385,S&P,BBB+,2016-04-01,Stable
1492,BOND1386,S&P,A-,2013-03-01,Stable
1493,BOND1387,Fitch,BBB,2016-10-01,Stable
1494,BOND1388,S&P,BBB-,2013-12-01,Stable
1495,BOND1389,S&P,A+,2011-10-01,Stable
1496,BOND1390,S&P,A-,2018-06-01,Stable
1497,BOND1390,S&P,A,2020-06-01,Positive
1498,BOND1391,Fitch,AA-,2019-07-01,Stable
1499,BOND1392,S&P,A,2015-02-01,Stable
1500,BOND1393,S&P,AAA,2021-05-01,Stable
1501,BOND1394,S&P,AAA,2020-07-01,Stable
1502,BOND1395,Fitch,A-,2022-12-01,Stable
1503,BOND1396,Moodys,AA,2019-04-01,Stable
1504,BOND1397,Moodys,BBB,2015-05-01,Stable
1505,BOND1398,Moodys,A,2013-02-01,Stable
1506,BOND1399,Moodys,AA-,2021-06-01,Stable
1507,BOND1400,Moodys,AA-,2015-10-01,Stable
1508,BOND1401,S&P,A+,2017-11-01,Stable
1509,BOND1402,Moodys,AA,2013-03-01,Stable
1510,BOND1403,Fitch,AA-,2021-08-01,Stable
